Title,Data
" Cauvery Issue: The IPL venue in Chennai, MA Chidambaram stadium, turned into a virtual fortress with the deployment of 4,000 policemen. ","                    Amid raging dispute over the Cauvery issue, workers of a Tamil outfit, Tamizhaga Vazhvurimai Katchi (TVK), gathered outside MA Chidambaram Stadium in Chennai today. The party workers are protesting against the Indian Premier League (IPL) matches being held at the stadium. "


